fold,test_loss,test_acc,test_precision,test_recall,test_f1,test_mse,test_total_spikes
0,10.914105415344238,0.7599601745605469,0.7337360382080078,0.8353918790817261,0.7810660600662231,0.24003984034061432,181628.875
1,9.204290390014648,0.8007968068122864,0.8196689486503601,0.7807577848434448,0.7990529537200928,0.19920319318771362,181628.78125
2,9.387335777282715,0.7938246726989746,0.7494789361953735,0.8694103360176086,0.8049986362457275,0.206175297498703,181628.625
3,11.81629753112793,0.7407776713371277,0.7317232489585876,0.7790941596031189,0.7534012794494629,0.2592223286628723,181628.8125
4,9.210115432739258,0.8105682730674744,0.81676185131073,0.7759577631950378,0.7957763671875,0.18943171203136444,181628.859375
